product_id;country_id;Price
301517;90;999.00
301518;90;1099.00
301519;90;1649.00
301520;90;499.00
301521;90;449.00
301522;90;999.00
301523;90;999.00
301524;90;999.00
301525;90;1649.00
301526;90;449.00
301527;90;999.00
301528;90;999.00
301529;90;929.00
301530;90;279.00
301531;90;449.00
301532;90;449.00
301533;90;279.00
301534;90;599.00
301535;90;279.00
301536;90;319.00
301537;90;449.00
301538;90;279.00
301539;90;549.00
301540;90;549.00
301541;90;549.00
301542;90;549.00
301543;90;549.00
301544;90;649.00
301545;90;649.00
301546;90;749.00
301547;90;899.00
301548;90;849.00
301549;90;1049.00
301550;90;999.00
301551;90;749.00
301552;90;849.00
301553;90;899.00
301554;90;1049.00
301555;90;899.00
301556;90;1099.00
301557;90;1439.00
301558;90;1049.00
301559;90;929.00
301560;90;3499.00
301561;90;1899.00
301562;90;1799.00
301563;90;2149.00
301564;90;1799.00
301565;90;1099.00
301566;90;1999.00
301567;90;1099.00
301568;90;1999.00
301569;90;1999.00
301570;90;1099.00
301571;90;799.00
301572;90;1999.00
301573;90;1999.00
301574;90;1999.00
301575;90;529.00
301576;90;529.00
301577;90;1499.00
301578;90;1069.00
301579;90;2799.00
301580;90;529.00
301581;90;529.00
301582;90;2799.00
301583;90;1069.00
301584;90;1099.00
301585;90;2299.00
301586;90;529.00
301587;90;2769.00
301588;90;1199.00
301589;90;2799.00
301590;90;2799.00
301591;90;1399.00
